"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server7",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/180128a5b39e75d75dfa60b9833d3d478f0f05db/A1_dstat.csv 5",,,,"Date:","23 Dec 2022 08:02:08 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1671782528,3645048,777276168,2265960,8147744,,,,,,,,0.080,0.050,0.170
1671782533,3683420,777270168,2265960,8115380,0.120,0.110,99.731,0,0,0,40.752,11592.224,3898.966,0,0,3501,4678,0.070,0.050,0.170
1671782538,3682512,777270764,2265960,8115692,0.010,0.020,99.941,0,0,0,216.024,80913.133,3532.390,0,0,1659,2795,0.070,0.050,0.170
1671782543,3680820,777272328,2265960,8115820,0.005,0.005,99.950,0,0,0,11.200,23827.914,1167.206,0,0,1230,2308,0.060,0.050,0.170
1671782548,3679940,777273112,2265960,8115916,0.015,0.010,99.965,0,0,0,63.200,26919.097,851.403,0,0,1228,2274,0.060,0.040,0.170
1671782553,3678380,777274640,2265960,8115948,0.010,0,99.975,0,0,0,36.800,3192.384,160.199,0,0,1107,2097,0.050,0.040,0.170
1671782558,3676800,777276188,2265960,8115980,0.020,0.005,99.931,0,0,0,8.800,38466.600,1526.008,0,0,1359,2309,0.050,0.040,0.170
1671782563,3675216,777277484,2265960,8116268,0.005,0.010,99.970,0,0,0,9.600,31765.460,1260.794,0,0,1299,2303,0.050,0.040,0.170
1671782568,3674444,777278248,2265960,8116276,0.005,0,99.960,0,0,0,19.200,286.200,29.000,0,0,1022,2025,0.040,0.040,0.170
1671782573,3673680,777279012,2265960,8116276,0,0.010,99.975,0,0,0,12.800,220.600,18.400,0,0,1007,1894,0.040,0.040,0.170
1671782578,3672412,777280280,2265960,8116276,0.015,0,99.965,0,0,0,8.800,225.801,27.600,0,0,1062,2085,0.040,0.040,0.160
1671782583,3671632,777281060,2265960,8116276,0.005,0.010,99.955,0,0,0,13.600,105.600,0,0,0,1097,2012,0.030,0.040,0.160
1671782588,3670112,777282580,2265960,8116276,0.010,0.005,99.945,0,0,0,68.000,208.801,0,0,0,1016,1921,0.030,0.040,0.160
1671782593,3669356,777283336,2265960,8116276,0.005,0.005,99.970,0,0,0,10.400,193.799,32.400,0,0,1029,1949,0.030,0.040,0.160
1671782598,3668792,777283840,2265960,8116336,0.015,0.025,99.934,0,0,0,12.000,1448.790,296.598,0,0,1148,2022,0.020,0.040,0.160
