"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server9",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/180128a5b39e75d75dfa60b9833d3d478f0f05db/A3_dstat.csv 5",,,,"Date:","23 Dec 2022 08:02:08 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1671782528,3956044,655390560,3448104,124013820,,,,,,,,0,0.040,0.160
1671782533,3970532,655408408,3448104,123981492,0.115,0.105,99.752,0,0,0,47.144,11064.298,3750.359,0,0,3333,4627,0,0.040,0.160
1671782538,3967752,655410228,3448104,123982452,0.020,0.020,99.931,0,0,0,300.032,139877.371,4848.512,0,0,2526,3986,0,0.040,0.160
1671782543,3965688,655411524,3448104,123983220,0.015,0.015,99.937,0,0,0,24.800,182572.577,6249.709,0,0,2062,3378,0,0.040,0.160
1671782548,3963552,655412828,3448104,123984052,0.025,0.010,99.919,0,0,0,11.200,262202.932,7408.559,0,0,2278,3736,0,0.030,0.160
1671782553,3960564,655414408,3448104,123985460,0.030,0.025,99.921,0,0,0,10.400,288312.849,8292.265,0,0,2944,4178,0,0.030,0.160
1671782558,3959284,655415684,3448104,123985464,0.025,0.005,99.929,0,0,0,33.600,342499.455,14336.677,0,0,3423,2468,0,0.030,0.160
1671782563,3955428,655418324,3448104,123986680,0.005,0.010,99.951,0,0,0,12.800,37764.132,3660.232,0,0,1380,2066,0,0.030,0.160
1671782568,3954408,655419340,3448104,123986684,0.005,0.010,99.944,0.005,0,0,942.393,203.998,16.200,0,0,1056,2035,0,0.030,0.160
1671782573,3953140,655420608,3448104,123986684,0.005,0,99.956,0,0,0,16.800,116.801,18.400,0,0,1006,1908,0,0.030,0.160
1671782578,3952124,655421624,3448104,123986684,0.015,0,99.964,0,0,0,9.600,91.999,205.998,0,0,1071,2161,0,0.030,0.150
1671782583,3951368,655422380,3448104,123986684,0.005,0.010,99.971,0,0,0,8.000,168.002,0,0,0,1049,1943,0,0.030,0.150
1671782588,3950028,655423664,3448104,123986740,0.035,0.015,99.928,0,0,0,12.000,91.198,0,0,0,1108,2048,0,0.030,0.150
1671782593,3949020,655424672,3448104,123986740,0.005,0.005,99.957,0,0,0,12.800,153.803,32.401,0,0,1007,1948,0,0.030,0.150
1671782598,3947504,655425704,3448104,123987224,0.015,0,99.954,0,0,0,7.200,53745.013,2448.982,0,0,1496,2092,0,0.030,0.150
1671782603,3946748,655426460,3448104,123987224,0.005,0,99.945,0,0,0,10.400,235528.765,17165.241,0,0,2929,1930,0,0.030,0.150
1671782608,3945976,655427232,3448104,123987224,0.010,0.005,99.930,0,0,0,12.000,594417.622,42774.829,0,0,5329,1953,0,0.030,0.150
1671782613,3945152,655427532,3448104,123987748,0.090,0.010,99.860,0,0,0,9.600,337583.734,20042.258,0,0,3785,3754,0,0.030,0.150
1671782618,3942160,655429880,3448104,123988392,0.010,0.005,99.924,0,0,0,27.201,485628.522,38381.543,0,0,5645,2131,0,0.020,0.150
1671782623,3940624,655431416,3448104,123988392,0.005,0,99.966,0,0,0,19.200,147765.557,10222.549,0,0,1326,1929,0,0.020,0.150
1671782628,3938000,655433524,3448104,123988908,0.055,0.025,99.884,0,0,0,448.794,329554.720,14794.390,0,0,4008,3332,0,0.020,0.140
1671782633,3934044,655435200,3448104,123991188,0.015,0.015,99.936,0,0,0,17.600,236836.484,11335.100,0,0,2482,3526,0,0.020,0.140
1671782638,3932696,655435676,3448104,123992060,0.020,0.010,99.920,0,0,0,18.400,186288.153,5775.186,0,0,2215,3578,0,0.020,0.140
1671782643,3930776,655436476,3448104,123993180,0.015,0.010,99.930,0,0,0,12.000,246931.793,7290.017,0,0,2485,3854,0,0.020,0.140
1671782648,3929948,655437240,3448104,123993244,0.020,0.025,99.939,0,0,0,8.800,117.599,0,0,0,1294,2260,0,0.020,0.140
1671782653,3928604,655437304,3448104,123994524,0.025,0.020,99.876,0,0,0,16.000,274851.553,8222.700,0,0,2566,4019,0,0.020,0.140
1671782658,3927152,655438564,3448104,123994716,0.005,0,99.949,0,0,0,12.000,37670.506,1175.591,0,0,1301,2363,0,0.020,0.140
1671782663,3926852,655437648,3448104,123995932,0.015,0.015,99.911,0.005,0,0,1247.208,263855.036,7887.249,0,0,2617,4032,0,0.020,0.140
1671782668,3925580,655438916,3448104,123995936,0.015,0.005,99.975,0,0,0,15.200,209.800,29.200,0,0,1005,1974,0.080,0.040,0.140
1671782673,3923232,655440580,3448104,123996620,0.045,0,99.930,0,0,0,6.400,140890.879,4229.414,0,0,2001,3338,0.070,0.040,0.140
1671782678,3921044,655442764,3448104,123996624,0,0,99.949,0,0,0,24.000,878.993,107.999,0,0,1064,2101,0.070,0.040,0.140
1671782683,3920880,655442928,3448104,123996624,0.005,0.005,99.966,0,0,0,19.200,257.003,131.801,0,0,1014,1918,0.060,0.030,0.140
1671782688,3918336,655445472,3448104,123996624,0.005,0.015,99.949,0,0,0,16.000,244.597,81.999,0,0,1074,2006,0.060,0.030,0.140
1671782693,3916296,655447512,3448104,123996616,0.015,0,99.964,0,0,0,302.396,386.995,118.999,0,0,1139,2178,0.050,0.030,0.140
1671782698,3925648,655437164,3448104,123997620,0.215,0.085,99.669,0,0,0,155.983,222603.071,8090.338,0,0,3815,5030,0.050,0.030,0.140
1671782703,3926532,655434680,3448104,123999220,0.015,0.025,99.895,0,0,0,343.235,236587.663,7561.582,0,0,3305,4714,0.040,0.030,0.140
1671782708,3928764,655430984,3448104,124000684,0.060,0.060,99.823,0.005,0,0,17.600,420402.435,21882.923,0,0,3625,5005,0.040,0.030,0.130
1671782713,3930884,655427008,3448104,124002540,0.015,0.025,99.899,0,0,0,20.801,311965.429,12711.698,0,0,3550,5013,0.040,0.030,0.130
1671782718,3931140,655426400,3448104,124002892,0.020,0.005,99.945,0,0,0,8.800,106636.635,3186.407,0,0,1648,2746,0.030,0.030,0.130
1671782723,3929700,655426080,3448104,124004652,0.015,0.005,99.905,0,0,0,4.000,437227.887,13287.845,0,0,3205,4701,0.030,0.030,0.130
1671782728,3928476,655426308,3448104,124005648,0.015,0.020,99.930,0,0,0,9.600,176492.623,5386.376,0,0,2393,3649,0.030,0.030,0.130
1671782733,3927296,655426592,3448104,124006544,0.015,0.015,99.941,0.005,0,0,1648.812,233421.434,7151.450,0,0,2256,3419,0.020,0.030,0.130
1671782738,3926316,655426544,3448104,124007572,0.025,0.010,99.914,0,0,0,34.400,202011.426,6086.759,0,0,2422,3761,0.020,0.030,0.130
1671782743,3925104,655426796,3448104,124008532,0.015,0.010,99.941,0,0,0,19.200,228688.818,7038.644,0,0,2334,3626,0.020,0.030,0.130
1671782748,3923992,655427396,3448104,124009044,0.010,0.035,99.945,0,0,0,12.000,22380.497,663.997,0,0,1738,2804,0.020,0.030,0.130
1671782753,3922392,655427520,3448104,124010520,0.015,0.020,99.915,0,0,0,9.600,409709.701,12650.628,0,0,3039,4367,0.020,0.020,0.130
1671782758,3921888,655428024,3448104,124010520,0.005,0.005,99.950,0,0,0,4.800,203.400,50.000,0,0,1173,2174,0.020,0.020,0.120
1671782763,3920408,655427520,3448104,124012504,0.015,0.020,99.900,0,0,0,12.000,431018.983,13213.061,0,0,3585,5060,0.010,0.020,0.120
1671782768,3919600,655428276,3448104,124012556,0.030,0.020,99.924,0.005,0,0,1202.389,134.399,26.800,0,0,1165,2038,0.010,0.020,0.120
1671782773,3918512,655428108,3448104,124013812,0.025,0.015,99.921,0,0,0,12.000,267921.951,8217.915,0,0,2719,4023,0.010,0.020,0.120
1671782778,3918000,655428612,3448104,124013820,0.010,0.005,99.949,0,0,0,13.600,941.192,41.600,0,0,1168,2063,0.010,0.020,0.120
1671782783,3917236,655429376,3448104,124013820,0.005,0,99.966,0,0,0,11.200,188.602,55.000,0,0,1059,2006,0.010,0.020,0.120
1671782788,3916216,655430396,3448104,124013812,0.025,0.010,99.949,0,0,0,16.800,700.591,123.598,0,0,1226,2249,0.010,0.020,0.120
1671782793,3919100,655427152,3448104,124014172,0.170,0.075,99.683,0,0,0,132.785,79349.948,4591.665,0,0,2990,4038,0.010,0.020,0.120
1671782798,3918084,655428168,3448104,124014172,0.015,0.010,99.957,0,0,0,199.223,120.414,32.004,0,0,1228,2171,0.010,0.020,0.120
1671782803,3917328,655428924,3448104,124014172,0.010,0,99.951,0,0,0,277.603,135.002,44.201,0,0,1077,2113,0.010,0.020,0.120
1671782808,3916312,655429932,3448104,124014180,0.005,0,99.965,0,0,0,22.400,314.999,0,0,0,1016,1917,0,0.020,0.120
