"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server9",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/9e09cbb246cb918bf366a4b339f78c20ef570c1c/A3_dstat.csv 5",,,,"Date:","23 Dec 2022 08:23:43 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","free","buf","cach","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","in","out","int","csw","1m","5m","15m"
1671783823,4052928,655292188,3448112,124015332,,,,,,,,0,0.170,0.280
1671783828,4074664,655305528,3448112,123980264,0.255,0.165,99.544,0,0,0,45.547,7921.143,3731.639,0,0,3719,5308,0,0.160,0.280
1671783833,4071428,655308316,3448112,123980712,0.005,0.005,99.969,0,0,0,251.336,111492.006,3878.094,0,0,1850,3106,0,0.160,0.280
1671783838,4071128,655308072,3448112,123981256,0.015,0.025,99.930,0,0,0,24.798,115406.521,3801.235,0,0,1779,2968,0,0.160,0.270
1671783843,4069788,655309376,3448112,123981292,0.015,0,99.953,0,0,0,119.962,8971.767,300.105,0,0,1133,2235,0,0.150,0.270
1671783848,4066836,655311248,3448112,123982372,0.025,0.035,99.894,0,0,0,12.000,221603.648,6896.164,0,0,2607,3875,0,0.150,0.270
1671783853,4064708,655313280,3448112,123982468,0.020,0,99.930,0,0,0,20.808,17720.138,527.212,0,0,1223,2622,0,0.150,0.270
1671783858,4059148,655316984,3448112,123984324,0.020,0.015,99.900,0,0,0,11.995,391936.336,11290.241,0,0,3464,5072,0,0.150,0.270
1671783863,4058500,655317496,3448112,123984460,0.015,0,99.962,0,0,0,11.201,36639.587,1193.884,0,0,1212,2275,0,0.140,0.270
1671783868,4055832,655319332,3448112,123985292,0.010,0,99.933,0,0,0,9.599,348906.702,11255.855,0,0,3739,3377,0,0.140,0.260
1671783873,4054816,655320348,3448112,123985292,0,0,99.940,0,0,0,4.800,131026,4557.800,0,0,1969,2007,0,0.140,0.260
1671783878,4052392,655320788,3448112,123987276,0.035,0.035,99.920,0.005,0,0,813.598,132321.909,7252.784,0,0,1917,2169,0,0.140,0.260
1671783883,4051888,655321292,3448112,123987276,0.010,0,99.950,0,0,0,15.200,154.400,32.400,0,0,1063,2019,0,0.130,0.260
1671783888,4049908,655323112,3448112,123987436,0.010,0.010,99.955,0,0,0,15.200,41962.301,1761.604,0,0,1272,2224,0,0.130,0.260
